,timestamp,item,quantity,Category
65,3/1/2021 17:00,chicken,1,meat
66,3/1/2021 17:00,shaving cream,16,personal care
67,3/1/2021 17:00,oranges,19,fruits
68,3/1/2021 17:00,shampoo,4,personal care
69,3/1/2021 17:00,dish soap,4,detergents
70,3/1/2021 17:00,beef,26,meat
71,3/1/2021 17:00,buns,30,bakery
72,3/1/2021 18:00,chicken,24,meat
73,3/1/2021 18:00,dish soap,30,detergents
74,3/1/2021 18:00,tilapia,9,meat
75,3/1/2021 18:00,tea,3,beverages
76,3/1/2021 18:00,beef,23,meat
77,3/1/2021 18:00,tea,6,beverages
78,3/1/2021 18:00,toilet paper,1,toileteries
79,3/1/2021 18:00,cupcakes,6,bakery
80,3/1/2021 18:00,loaves,10,bakery
81,3/1/2021 18:00,laundry detergent,13,detergents
82,3/1/2021 18:00,beans,4,canned food
83,3/1/2021 18:00,shampoo,20,personal care
84,3/1/2021 18:00,tilapia,3,meat
85,3/1/2021 18:00,bananas,17,fruits
86,3/1/2021 18:00,chicken,5,meat
87,3/1/2021 19:00,cupcakes,10,bakery
88,3/1/2021 19:00,dish soap,21,detergents
89,3/1/2021 19:00,chicken,1,meat
90,3/1/2021 19:00,ketchup,12,canned food
91,3/1/2021 19:00,beans,8,canned food
92,3/1/2021 19:00,paper towels,8,toileteries
93,3/1/2021 20:00,soda,11,beverages
94,3/1/2021 20:00,bananas,4,fruits
95,3/1/2021 20:00,loaves,8,bakery
96,3/1/2021 20:00,ketchup,29,canned food
97,3/1/2021 21:00,chicken,24,meat
98,3/1/2021 21:00,laundry detergent,5,detergents
99,3/1/2021 21:00,ketchup,11,canned food
100,3/1/2021 21:00,apples,20,fruits
101,3/1/2021 22:00,all purpose,5,detergents
102,3/1/2021 22:00,hand soap,9,personal care
103,3/1/2021 23:00,tea,2,beverages
104,3/1/2021 23:00,shampoo,16,personal care
105,3/2/2021 7:00,beef,21,meat
106,3/2/2021 8:00,cupcakes,7,bakery
107,3/2/2021 9:00,dish soap,30,detergents
108,3/2/2021 9:00,laundry detergent,14,detergents
109,3/2/2021 9:00,hand soap,25,personal care
110,3/2/2021 9:00,tea,5,beverages
111,3/2/2021 10:00,tilapia,3,meat
112,3/2/2021 10:00,tea,4,beverages
113,3/2/2021 10:00,pork,7,meat
114,3/2/2021 10:00,beans,1,canned food
115,3/2/2021 10:00,beans,11,canned food
116,3/2/2021 10:00,hand soap,22,personal care
117,3/2/2021 10:00,cookies,3,bakery
118,3/2/2021 10:00,paper towels,12,toileteries
119,3/2/2021 11:00,tilapia,10,meat
120,3/2/2021 11:00,loaves,3,bakery
121,3/2/2021 11:00,shampoo,14,personal care
122,3/2/2021 11:00,cookies,2,bakery
123,3/2/2021 11:00,apples,25,fruits
124,3/2/2021 11:00,chicken,28,meat
125,3/2/2021 11:00,apples,17,fruits
126,3/2/2021 12:00,ketchup,9,canned food
127,3/2/2021 12:00,pork,27,meat
128,3/2/2021 12:00,shaving cream,12,personal care
129,3/2/2021 12:00,chicken,8,meat
130,3/2/2021 12:00,beef,28,meat
131,3/2/2021 12:00,toilet paper,4,toileteries
132,3/2/2021 12:00,loaves,3,bakery
133,3/2/2021 12:00,shampoo,7,personal care
134,3/2/2021 12:00,beans,6,canned food
135,3/2/2021 12:00,pork,25,meat
136,3/2/2021 12:00,loaves,3,bakery
137,3/2/2021 12:00,paper towels,11,toileteries
138,3/2/2021 13:00,beans,7,canned food
139,3/2/2021 13:00,ketchup,29,canned food
140,3/2/2021 13:00,toilet paper,29,toileteries
141,3/2/2021 13:00,oranges,25,fruits
142,3/2/2021 13:00,shampoo,5,personal care
143,3/2/2021 13:00,cookies,2,bakery
144,3/2/2021 13:00,loaves,2,bakery
145,3/2/2021 14:00,pork,10,meat
146,3/2/2021 14:00,buns,13,bakery
147,3/2/2021 14:00,cupcakes,9,bakery
148,3/2/2021 14:00,shaving cream,27,personal care
149,3/2/2021 14:00,tilapia,8,meat
150,3/2/2021 15:00,toilet paper,25,toileteries
151,3/2/2021 15:00,cookies,1,bakery
152,3/2/2021 15:00,pork,29,meat
153,3/2/2021 15:00,shaving cream,20,personal care
154,3/2/2021 15:00,toilet paper,10,toileteries
155,3/2/2021 15:00,tilapia,8,meat
156,3/2/2021 15:00,bananas,28,fruits
157,3/2/2021 15:00,chicken,5,meat
158,3/2/2021 15:00,cookies,3,bakery
159,3/2/2021 16:00,loaves,5,bakery
160,3/2/2021 16:00,toilet paper,5,toileteries
161,3/2/2021 16:00,toilet paper,27,toileteries
162,3/2/2021 16:00,paper towels,18,toileteries
163,3/2/2021 16:00,beef,14,meat
164,3/2/2021 16:00,hand soap,5,personal care
165,3/2/2021 16:00,oranges,17,fruits
166,3/2/2021 17:00,soda,14,beverages
167,3/2/2021 17:00,cookies,3,bakery
168,3/2/2021 17:00,beans,8,canned food
169,3/2/2021 17:00,coffee,26,beverages
170,3/2/2021 17:00,beans,6,canned food
171,3/2/2021 17:00,cupcakes,7,bakery
172,3/2/2021 17:00,coffee,27,beverages
173,3/2/2021 17:00,beans,5,canned food
174,3/2/2021 17:00,toilet paper,26,toileteries
175,3/2/2021 17:00,shampoo,8,personal care
176,3/2/2021 17:00,shaving cream,12,personal care
177,3/2/2021 17:00,beef,30,meat
178,3/2/2021 17:00,beef,4,meat
179,3/2/2021 17:00,paper towels,2,toileteries
180,3/2/2021 18:00,tea,2,beverages
181,3/2/2021 18:00,tea,2,beverages
182,3/2/2021 18:00,cupcakes,10,bakery
183,3/2/2021 18:00,shampoo,13,personal care
184,3/2/2021 18:00,beef,5,meat
185,3/2/2021 18:00,beef,17,meat
186,3/2/2021 18:00,buns,29,bakery
187,3/2/2021 18:00,dish soap,26,detergents
188,3/2/2021 18:00,bananas,3,fruits
189,3/2/2021 18:00,chicken,18,meat
190,3/2/2021 19:00,tilapia,6,meat
191,3/2/2021 19:00,toilet paper,20,toileteries
192,3/2/2021 19:00,tea,5,beverages
193,3/2/2021 19:00,toilet paper,21,toileteries
194,3/2/2021 19:00,loaves,10,bakery
195,3/2/2021 19:00,tilapia,10,meat
196,3/2/2021 19:00,beans,6,canned food
197,3/2/2021 19:00,laundry detergent,9,detergents
198,3/2/2021 19:00,beef,10,meat
199,3/2/2021 19:00,coffee,15,beverages
200,3/2/2021 20:00,paper towels,12,toileteries
201,3/2/2021 20:00,buns,17,bakery
202,3/2/2021 20:00,soda,7,beverages
203,3/2/2021 20:00,cupcakes,5,bakery
204,3/2/2021 21:00,tea,4,beverages
205,3/2/2021 21:00,all purpose,12,detergents
206,3/2/2021 21:00,tilapia,10,meat
207,3/2/2021 21:00,loaves,3,bakery
208,3/2/2021 22:00,shaving cream,24,personal care
209,3/2/2021 22:00,paper towels,14,toileteries
210,3/2/2021 23:00,oranges,5,fruits
211,3/2/2021 23:00,cookies,3,bakery
212,3/3/2021 7:00,paper towels,9,toileteries
213,3/3/2021 7:00,hand soap,4,personal care
214,3/3/2021 7:00,toilet paper,5,toileteries
215,3/3/2021 7:00,all purpose,1,detergents
216,3/3/2021 7:00,hand soap,19,personal care
217,3/3/2021 8:00,cupcakes,7,bakery
218,3/3/2021 8:00,buns,3,bakery
219,3/3/2021 8:00,chicken,4,meat
220,3/3/2021 8:00,beef,17,meat
221,3/3/2021 9:00,shampoo,14,personal care
222,3/3/2021 9:00,apples,10,fruits
223,3/3/2021 10:00,apples,21,fruits
224,3/3/2021 10:00,cupcakes,7,bakery
225,3/3/2021 11:00,toilet paper,30,toileteries
226,3/3/2021 11:00,dish soap,25,detergents
227,3/3/2021 11:00,laundry detergent,25,detergents
228,3/3/2021 11:00,beef,19,meat
229,3/3/2021 11:00,toilet paper,11,toileteries
230,3/3/2021 11:00,paper towels,11,toileteries
231,3/3/2021 11:00,shaving cream,4,personal care
232,3/3/2021 11:00,beans,8,canned food
233,3/3/2021 11:00,ketchup,29,canned food
234,3/3/2021 11:00,buns,28,bakery
235,3/3/2021 12:00,beans,5,canned food
236,3/3/2021 12:00,beans,14,canned food
237,3/3/2021 12:00,all purpose,2,detergents
238,3/3/2021 12:00,ketchup,14,canned food
239,3/3/2021 12:00,buns,16,bakery
240,3/3/2021 12:00,coffee,7,beverages
241,3/3/2021 12:00,buns,12,bakery
242,3/3/2021 12:00,beef,9,meat
243,3/3/2021 12:00,buns,29,bakery
244,3/3/2021 12:00,dish soap,2,detergents
245,3/3/2021 12:00,shaving cream,21,personal care
246,3/3/2021 12:00,laundry detergent,25,detergents
247,3/3/2021 13:00,toilet paper,3,toileteries
248,3/3/2021 13:00,ketchup,28,canned food
249,3/3/2021 13:00,oranges,25,fruits
250,3/3/2021 13:00,soda,16,beverages
251,3/3/2021 13:00,beef,12,meat
252,3/3/2021 13:00,ketchup,6,canned food
253,3/3/2021 13:00,tilapia,12,meat
254,3/3/2021 13:00,laundry detergent,2,detergents
255,3/3/2021 13:00,soda,13,beverages
256,3/3/2021 13:00,loaves,6,bakery
257,3/3/2021 14:00,beef,12,meat
258,3/3/2021 15:00,soda,12,beverages
259,3/3/2021 15:00,beef,27,meat
260,3/3/2021 15:00,toilet paper,16,toileteries
261,3/3/2021 15:00,tea,6,beverages
262,3/3/2021 15:00,oranges,27,fruits
263,3/3/2021 15:00,beans,5,canned food
264,3/3/2021 15:00,tilapia,4,meat
265,3/3/2021 15:00,coffee,18,beverages
266,3/3/2021 16:00,tilapia,3,meat
267,3/3/2021 16:00,buns,26,bakery
268,3/3/2021 16:00,all purpose,29,detergents
269,3/3/2021 17:00,cupcakes,13,bakery
270,3/3/2021 17:00,coffee,27,beverages
271,3/3/2021 17:00,buns,25,bakery
272,3/3/2021 17:00,toilet paper,13,toileteries
273,3/3/2021 17:00,bananas,17,fruits
274,3/3/2021 17:00,shaving cream,1,personal care
275,3/3/2021 17:00,shaving cream,24,personal care
276,3/3/2021 17:00,coffee,26,beverages
277,3/3/2021 17:00,ketchup,18,canned food
278,3/3/2021 17:00,hand soap,3,personal care
279,3/3/2021 17:00,shampoo,4,personal care
280,3/3/2021 18:00,soda,26,beverages
281,3/3/2021 18:00,shampoo,20,personal care
282,3/3/2021 18:00,tea,6,beverages
283,3/3/2021 18:00,bananas,24,fruits
284,3/3/2021 18:00,cookies,2,bakery
285,3/3/2021 18:00,pork,10,meat
286,3/3/2021 18:00,hand soap,5,personal care
287,3/3/2021 18:00,dish soap,24,detergents
288,3/3/2021 18:00,shaving cream,26,personal care
289,3/3/2021 18:00,ketchup,1,canned food
290,3/3/2021 18:00,coffee,15,beverages
291,3/3/2021 18:00,cookies,4,bakery
292,3/3/2021 19:00,oranges,12,fruits
293,3/3/2021 19:00,tea,5,beverages
294,3/3/2021 19:00,toilet paper,3,toileteries
295,3/3/2021 19:00,chicken,8,meat
296,3/3/2021 20:00,hand soap,30,personal care
297,3/3/2021 20:00,shaving cream,16,personal care
298,3/3/2021 20:00,shampoo,5,personal care
299,3/3/2021 20:00,loaves,5,bakery
300,3/3/2021 20:00,loaves,5,bakery
301,3/3/2021 21:00,ketchup,23,canned food
302,3/3/2021 21:00,tea,4,beverages
303,3/3/2021 21:00,paper towels,18,toileteries
304,3/3/2021 22:00,soda,16,beverages
305,3/3/2021 22:00,ketchup,19,canned food
306,3/3/2021 23:00,chicken,12,meat
307,3/3/2021 23:00,tea,6,beverages
308,3/3/2021 23:00,all purpose,3,detergents
309,3/3/2021 23:00,ketchup,28,canned food
310,3/4/2021 8:00,beans,13,canned food
311,3/4/2021 8:00,buns,26,bakery
312,3/4/2021 8:00,hand soap,4,personal care
313,3/4/2021 9:00,apples,1,fruits
314,3/4/2021 9:00,bananas,11,fruits
315,3/4/2021 9:00,coffee,23,beverages
316,3/4/2021 9:00,toilet paper,27,toileteries
317,3/4/2021 10:00,toilet paper,7,toileteries
318,3/4/2021 10:00,beef,12,meat
319,3/4/2021 10:00,bananas,15,fruits
320,3/4/2021 10:00,toilet paper,3,toileteries
321,3/4/2021 10:00,cupcakes,7,bakery
322,3/4/2021 10:00,pork,23,meat
323,3/4/2021 10:00,all purpose,7,detergents
324,3/4/2021 11:00,oranges,15,fruits
325,3/4/2021 11:00,paper towels,6,toileteries
326,3/4/2021 11:00,beans,4,canned food
327,3/4/2021 11:00,laundry detergent,5,detergents
328,3/4/2021 11:00,tea,3,beverages
329,3/4/2021 11:00,pork,9,meat
330,3/4/2021 11:00,cookies,3,bakery
331,3/4/2021 11:00,bananas,7,fruits
332,3/4/2021 11:00,beans,13,canned food
333,3/4/2021 11:00,ketchup,1,canned food
334,3/4/2021 12:00,bananas,24,fruits
335,3/4/2021 12:00,soda,12,beverages
336,3/4/2021 12:00,soda,18,beverages
337,3/4/2021 12:00,ketchup,7,canned food
338,3/4/2021 12:00,tilapia,7,meat
339,3/4/2021 12:00,shaving cream,18,personal care
340,3/4/2021 12:00,cupcakes,2,bakery
341,3/4/2021 13:00,hand soap,13,personal care
342,3/4/2021 13:00,dish soap,18,detergents
343,3/4/2021 13:00,ketchup,10,canned food
344,3/4/2021 13:00,tilapia,11,meat
345,3/4/2021 13:00,laundry detergent,10,detergents
346,3/4/2021 13:00,bananas,28,fruits
347,3/4/2021 13:00,hand soap,29,personal care
348,3/4/2021 14:00,laundry detergent,17,detergents
349,3/4/2021 14:00,loaves,8,bakery
350,3/4/2021 14:00,soda,29,beverages
351,3/4/2021 14:00,buns,14,bakery
352,3/4/2021 15:00,tilapia,4,meat
353,3/4/2021 15:00,tea,6,beverages
354,3/4/2021 15:00,beef,13,meat
355,3/4/2021 16:00,beef,3,meat
356,3/4/2021 16:00,shaving cream,19,personal care
357,3/4/2021 16:00,apples,19,fruits
358,3/4/2021 16:00,apples,20,fruits
359,3/4/2021 17:00,coffee,23,beverages
360,3/4/2021 17:00,laundry detergent,18,detergents
361,3/4/2021 17:00,chicken,18,meat
362,3/4/2021 17:00,beef,5,meat
363,3/4/2021 17:00,tilapia,3,meat
364,3/4/2021 17:00,hand soap,28,personal care
365,3/4/2021 17:00,soda,22,beverages
366,3/4/2021 17:00,soda,23,beverages
367,3/4/2021 17:00,coffee,18,beverages
368,3/4/2021 17:00,shampoo,19,personal care
369,3/4/2021 17:00,pork,29,meat
370,3/4/2021 17:00,shaving cream,27,personal care
371,3/4/2021 17:00,shampoo,4,personal care
372,3/4/2021 17:00,tilapia,7,meat
373,3/4/2021 18:00,hand soap,28,personal care
374,3/4/2021 18:00,shaving cream,14,personal care
375,3/4/2021 18:00,laundry detergent,17,detergents
376,3/4/2021 18:00,coffee,13,beverages
377,3/4/2021 18:00,oranges,30,fruits
378,3/4/2021 18:00,all purpose,3,detergents
379,3/4/2021 18:00,tea,1,beverages
380,3/4/2021 18:00,apples,23,fruits
381,3/4/2021 18:00,laundry detergent,23,detergents
382,3/4/2021 18:00,buns,7,bakery
383,3/4/2021 18:00,laundry detergent,20,detergents
384,3/4/2021 18:00,chicken,30,meat
385,3/4/2021 18:00,hand soap,4,personal care
386,3/4/2021 18:00,coffee,4,beverages
387,3/4/2021 18:00,coffee,20,beverages
388,3/4/2021 18:00,cookies,2,bakery
389,3/4/2021 19:00,soda,8,beverages
390,3/4/2021 19:00,oranges,13,fruits
391,3/4/2021 19:00,apples,15,fruits
392,3/4/2021 19:00,bananas,11,fruits
393,3/4/2021 20:00,tilapia,1,meat
394,3/4/2021 20:00,dish soap,11,detergents
395,3/4/2021 20:00,tilapia,3,meat
396,3/4/2021 20:00,laundry detergent,17,detergents
397,3/4/2021 21:00,hand soap,13,personal care
398,3/4/2021 21:00,buns,16,bakery
399,3/4/2021 21:00,tea,1,beverages
400,3/4/2021 21:00,cupcakes,2,bakery
401,3/4/2021 21:00,oranges,27,fruits
402,3/4/2021 22:00,laundry detergent,17,detergents
403,3/4/2021 23:00,dish soap,5,detergents
404,3/5/2021 8:00,beef,26,meat
405,3/5/2021 8:00,buns,3,bakery
406,3/5/2021 8:00,soda,25,beverages
407,3/5/2021 9:00,toilet paper,19,toileteries
408,3/5/2021 9:00,beans,9,canned food
409,3/5/2021 10:00,beef,8,meat
410,3/5/2021 10:00,cookies,2,bakery
411,3/5/2021 10:00,loaves,4,bakery
412,3/5/2021 10:00,dish soap,15,detergents
413,3/5/2021 10:00,hand soap,22,personal care
414,3/5/2021 10:00,shampoo,1,personal care
415,3/5/2021 10:00,buns,2,bakery
416,3/5/2021 10:00,laundry detergent,4,detergents
417,3/5/2021 11:00,cupcakes,5,bakery
418,3/5/2021 11:00,laundry detergent,2,detergents
419,3/5/2021 11:00,all purpose,2,detergents
420,3/5/2021 11:00,ketchup,29,canned food
421,3/5/2021 11:00,beans,8,canned food
422,3/5/2021 11:00,pork,25,meat
423,3/5/2021 11:00,cookies,2,bakery
424,3/5/2021 11:00,paper towels,6,toileteries
425,3/5/2021 11:00,cookies,1,bakery
426,3/5/2021 12:00,cookies,4,bakery
427,3/5/2021 12:00,bananas,22,fruits
428,3/5/2021 12:00,paper towels,17,toileteries
429,3/5/2021 12:00,tilapia,10,meat
430,3/5/2021 12:00,cookies,4,bakery
431,3/5/2021 12:00,paper towels,12,toileteries
432,3/5/2021 12:00,beans,8,canned food
433,3/5/2021 12:00,cookies,4,bakery
434,3/5/2021 12:00,cupcakes,13,bakery
435,3/5/2021 12:00,apples,28,fruits
436,3/5/2021 12:00,cupcakes,2,bakery
437,3/5/2021 13:00,buns,14,bakery
438,3/5/2021 13:00,hand soap,9,personal care
439,3/5/2021 13:00,laundry detergent,25,detergents
440,3/5/2021 13:00,cookies,4,bakery
441,3/5/2021 13:00,apples,20,fruits
442,3/5/2021 13:00,shampoo,10,personal care
443,3/5/2021 13:00,dish soap,29,detergents
444,3/5/2021 13:00,all purpose,4,detergents
445,3/5/2021 13:00,paper towels,3,toileteries
446,3/5/2021 13:00,chicken,1,meat
447,3/5/2021 13:00,oranges,6,fruits
448,3/5/2021 13:00,tilapia,11,meat
449,3/5/2021 13:00,soda,11,beverages
450,3/5/2021 13:00,oranges,20,fruits
451,3/5/2021 14:00,buns,26,bakery
452,3/5/2021 14:00,shampoo,12,personal care
453,3/5/2021 14:00,all purpose,8,detergents
454,3/5/2021 14:00,shaving cream,17,personal care
455,3/5/2021 14:00,dish soap,9,detergents
456,3/5/2021 14:00,bananas,3,fruits
457,3/5/2021 14:00,all purpose,5,detergents
458,3/5/2021 14:00,cupcakes,7,bakery
459,3/5/2021 14:00,tea,5,beverages
460,3/5/2021 14:00,oranges,1,fruits
461,3/5/2021 14:00,laundry detergent,6,detergents
462,3/5/2021 14:00,loaves,4,bakery
463,3/5/2021 15:00,beef,22,meat
464,3/5/2021 15:00,loaves,10,bakery
465,3/5/2021 15:00,cookies,2,bakery
466,3/5/2021 15:00,dish soap,28,detergents
467,3/5/2021 16:00,buns,8,bakery
468,3/5/2021 16:00,beans,5,canned food
469,3/5/2021 16:00,tea,1,beverages
470,3/5/2021 16:00,paper towels,19,toileteries
471,3/5/2021 16:00,hand soap,17,personal care
472,3/5/2021 16:00,loaves,4,bakery
473,3/5/2021 16:00,paper towels,18,toileteries
474,3/5/2021 16:00,toilet paper,13,toileteries
475,3/5/2021 17:00,buns,13,bakery
476,3/5/2021 17:00,beans,5,canned food
477,3/5/2021 17:00,shaving cream,20,personal care
478,3/5/2021 17:00,buns,9,bakery
479,3/5/2021 17:00,hand soap,11,personal care
480,3/5/2021 17:00,chicken,5,meat
481,3/5/2021 17:00,pork,21,meat
482,3/5/2021 17:00,paper towels,6,toileteries
483,3/5/2021 18:00,bananas,15,fruits
484,3/5/2021 18:00,all purpose,24,detergents
485,3/5/2021 18:00,soda,29,beverages
486,3/5/2021 18:00,beef,18,meat
487,3/5/2021 18:00,cupcakes,12,bakery
488,3/5/2021 18:00,dish soap,9,detergents
489,3/5/2021 18:00,bananas,11,fruits
490,3/5/2021 18:00,oranges,5,fruits
491,3/5/2021 18:00,toilet paper,20,toileteries
492,3/5/2021 18:00,coffee,28,beverages
493,3/5/2021 18:00,coffee,6,beverages
494,3/5/2021 18:00,buns,13,bakery
495,3/5/2021 18:00,ketchup,19,canned food
496,3/5/2021 18:00,beans,2,canned food
497,3/5/2021 19:00,pork,24,meat
498,3/5/2021 19:00,all purpose,4,detergents
499,3/5/2021 20:00,beans,11,canned food
500,3/5/2021 20:00,soda,5,beverages
501,3/5/2021 21:00,beans,7,canned food
502,3/5/2021 21:00,toilet paper,13,toileteries
503,3/5/2021 21:00,bananas,9,fruits
504,3/5/2021 21:00,loaves,1,bakery
505,3/5/2021 21:00,loaves,4,bakery
506,3/5/2021 22:00,buns,13,bakery
507,3/6/2021 8:00,beans,6,canned food
508,3/6/2021 9:00,hand soap,24,personal care
509,3/6/2021 9:00,oranges,26,fruits
510,3/6/2021 9:00,tea,4,beverages
511,3/6/2021 9:00,hand soap,5,personal care
512,3/6/2021 9:00,chicken,27,meat
513,3/6/2021 10:00,oranges,24,fruits
514,3/6/2021 10:00,dish soap,26,detergents
515,3/6/2021 10:00,shaving cream,30,personal care
516,3/6/2021 10:00,pork,8,meat
517,3/6/2021 10:00,tilapia,8,meat
518,3/6/2021 11:00,loaves,3,bakery
519,3/6/2021 11:00,pork,18,meat
520,3/6/2021 11:00,coffee,16,beverages
521,3/6/2021 11:00,cupcakes,6,bakery
522,3/6/2021 11:00,oranges,10,fruits
523,3/6/2021 11:00,bananas,4,fruits
524,3/6/2021 11:00,tilapia,10,meat
525,3/6/2021 12:00,shampoo,19,personal care
526,3/6/2021 12:00,coffee,22,beverages
527,3/6/2021 12:00,shaving cream,7,personal care
528,3/6/2021 12:00,cupcakes,11,bakery
529,3/6/2021 12:00,coffee,28,beverages
530,3/6/2021 12:00,oranges,13,fruits
531,3/6/2021 12:00,bananas,27,fruits
532,3/6/2021 12:00,shampoo,7,personal care
533,3/6/2021 12:00,loaves,1,bakery
534,3/6/2021 12:00,paper towels,15,toileteries
535,3/6/2021 12:00,dish soap,2,detergents
536,3/6/2021 12:00,beef,27,meat
537,3/6/2021 13:00,dish soap,15,detergents
538,3/6/2021 13:00,paper towels,19,toileteries
539,3/6/2021 13:00,tilapia,7,meat
540,3/6/2021 13:00,coffee,9,beverages
541,3/6/2021 13:00,laundry detergent,3,detergents
542,3/6/2021 13:00,paper towels,7,toileteries
543,3/6/2021 13:00,cupcakes,13,bakery
544,3/6/2021 13:00,paper towels,12,toileteries
545,3/6/2021 14:00,pork,30,meat
546,3/6/2021 14:00,cookies,4,bakery
547,3/6/2021 14:00,all purpose,6,detergents
548,3/6/2021 15:00,cookies,3,bakery
549,3/6/2021 15:00,paper towels,1,toileteries
550,3/6/2021 15:00,hand soap,23,personal care
551,3/6/2021 15:00,bananas,3,fruits
552,3/6/2021 16:00,cookies,2,bakery
553,3/6/2021 16:00,beef,11,meat
554,3/6/2021 16:00,dish soap,22,detergents
555,3/6/2021 16:00,ketchup,14,canned food
556,3/6/2021 16:00,beans,6,canned food
557,3/6/2021 16:00,all purpose,9,detergents
558,3/6/2021 16:00,apples,20,fruits
559,3/6/2021 16:00,oranges,28,fruits
560,3/6/2021 16:00,soda,7,beverages
561,3/6/2021 17:00,shaving cream,15,personal care
562,3/6/2021 17:00,beef,14,meat
563,3/6/2021 17:00,chicken,12,meat
564,3/6/2021 17:00,paper towels,18,toileteries
565,3/6/2021 17:00,laundry detergent,8,detergents
566,3/6/2021 17:00,paper towels,16,toileteries
567,3/6/2021 17:00,paper towels,9,toileteries
568,3/6/2021 17:00,all purpose,3,detergents
569,3/6/2021 17:00,laundry detergent,7,detergents
570,3/6/2021 17:00,beef,18,meat
571,3/6/2021 17:00,all purpose,27,detergents
572,3/6/2021 17:00,cupcakes,6,bakery
573,3/6/2021 17:00,oranges,15,fruits
574,3/6/2021 17:00,tea,5,beverages
575,3/6/2021 17:00,paper towels,4,toileteries
576,3/6/2021 18:00,laundry detergent,20,detergents
577,3/6/2021 18:00,soda,5,beverages
578,3/6/2021 18:00,ketchup,14,canned food
579,3/6/2021 18:00,beans,12,canned food
580,3/6/2021 18:00,loaves,4,bakery
581,3/6/2021 18:00,coffee,6,beverages
582,3/6/2021 18:00,bananas,21,fruits
583,3/6/2021 18:00,tilapia,9,meat
584,3/6/2021 18:00,oranges,23,fruits
585,3/6/2021 18:00,paper towels,9,toileteries
586,3/6/2021 18:00,shampoo,5,personal care
587,3/6/2021 18:00,soda,13,beverages
588,3/6/2021 19:00,coffee,5,beverages
589,3/6/2021 19:00,chicken,9,meat
590,3/6/2021 19:00,paper towels,6,toileteries
591,3/6/2021 19:00,soda,7,beverages
592,3/6/2021 19:00,all purpose,7,detergents
593,3/6/2021 19:00,paper towels,9,toileteries
594,3/6/2021 19:00,toilet paper,10,toileteries
595,3/6/2021 20:00,paper towels,8,toileteries
596,3/6/2021 20:00,oranges,20,fruits
597,3/6/2021 20:00,oranges,30,fruits
